machine_type,air_temperature,process_temperature,torque,rotational_speed,tool_wear,machine_failure
L,301.3,310.3,41.2,1555,131,0
L,301.4,310.4,36.9,1579,133,0
L,301.5,310.5,44.6,1435,135,0
L,301.6,310.6,33.7,1621,137,0
H,301.6,310.6,40.4,1555,139,0
L,301.5,310.5,33.8,1611,144,0
L,301.6,310.6,23.5,1834,146,0
M,301.5,310.5,29.8,1612,148,0
L,301.5,310.4,34.1,1629,151,0
L,301.4,310.4,35.2,1496,153,0
L,301.5,310.5,32.9,1593,155,0
M,301.5,310.5,33.5,1623,157,0
L,301.5,310.5,48.7,1380,160,0
L,301.6,310.6,34.4,1562,162,0
L,301.6,310.6,49.4,1391,164,0
H,301.5,310.5,34.3,1551,166,0
H,301.6,310.6,26.2,1821,171,0
L,301.6,310.7,43.6,1429,176,0
M,301.6,310.7,20.7,2012,178,0
M,301.6,310.6,23.6,1924,181,0
M,301.5,310.5,44.1,1412,184,0
L,301.5,310.5,54.9,1389,187,0
L,301.5,310.5,48.1,1466,189,0
L,301.5,310.5,15.8,2297,191,0
L,301.4,310.4,37.5,1471,193,0
L,301.4,310.3,41.4,1492,195,0
L,301.3,310.3,41.5,1460,197,0
L,301.4,310.4,39.4,1559,199,0
M,301.4,310.5,52.5,1495,201,0
L,301.5,310.5,39.0,1535,204,0
L,301.5,310.6,50.7,1381,206,0
M,301.6,310.6,36.1,1599,208,0
H,301.6,310.6,49.5,1400,211,0
L,301.7,310.6,34.5,1624,216,0
L,301.6,310.6,36.6,1478,218,0
L,301.7,310.7,33.3,1605,220,0
L,301.6,310.6,43.4,1506,222,0
L,301.6,310.6,43.9,1455,0,0
H,301.6,310.5,32.3,1602,2,0
L,301.5,310.4,54.4,1425,7,0
L,301.5,310.4,21.8,1918,9,0
H,301.4,310.3,41.5,1611,11,0
H,301.4,310.4,38.6,1610,16,0
M,301.5,310.4,12.0,2639,21,1
L,301.5,310.4,46.6,1329,24,0
L,301.5,310.4,54.2,1270,26,0
L,301.5,310.3,41.6,1415,28,0
H,301.6,310.4,49.5,1330,30,0
H,301.6,310.5,27.1,1786,35,0
L,301.6,310.5,25.5,1809,40,0
L,301.7,310.6,59.7,1303,42,0
M,301.8,310.7,45.7,1383,44,0
L,301.7,310.6,56.9,1447,47,0
L,301.8,310.7,44.2,1461,49,0
L,301.8,310.7,18.6,2092,51,0
M,301.8,310.7,47.9,1429,53,0
L,301.8,310.8,26.5,1736,56,0
L,301.8,310.7,49.3,1441,58,0
L,301.8,310.7,43.3,1523,60,0
M,301.8,310.8,33.4,1691,62,0
M,301.9,310.8,35.3,1557,65,0
L,301.8,310.7,33.4,1644,68,0
L,301.8,310.6,43.8,1522,70,0
L,301.8,310.7,41.7,1547,72,0
L,301.8,310.7,30.8,1597,74,0
M,301.8,310.8,31.0,1619,76,0
L,301.9,310.8,58.2,1400,79,0
L,302.0,310.9,31.5,1663,81,0
L,301.9,310.8,37.6,1540,83,0
H,301.9,310.8,42.7,1455,85,0
L,301.9,310.8,39.0,1519,90,0
L,301.9,310.8,47.7,1427,92,0
L,301.9,310.8,29.8,1650,94,0
M,301.8,310.8,38.8,1508,96,0
L,301.9,310.9,54.8,1379,99,0
L,301.9,310.9,36.7,1542,101,0
M,301.9,310.9,28.4,1763,103,0
H,301.9,310.9,34.3,1590,106,0
H,301.9,311.0,63.6,1336,111,0
M,301.9,311.0,35.4,1638,116,0
L,301.9,311.0,45.7,1356,119,0
M,301.9,311.0,47.4,1384,121,0
L,301.9,310.9,48.0,1309,124,0
L,301.9,311.0,33.1,1642,126,0
L,301.9,311.0,54.9,1289,128,0
L,301.9,311.0,43.8,1353,130,0
H,301.9,311.0,26.0,1871,132,0
H,301.9,311.0,63.6,1291,137,0
M,301.8,310.9,44.6,1346,142,0
L,301.7,310.8,47.6,1493,145,0
M,301.7,310.8,41.3,1524,147,0
L,301.6,310.8,26.7,1726,150,0
H,301.6,310.8,47.2,1435,152,0
M,301.7,310.8,34.4,1502,157,0
L,301.7,310.9,33.0,1608,160,0
L,301.8,311.0,27.2,1771,162,0
L,301.7,311.0,42.6,1474,164,0
L,301.8,311.0,53.0,1322,166,0
M,301.8,311.0,49.5,1393,168,0
M,301.9,311.1,52.5,1417,171,0
H,301.9,311.0,49.8,1430,174,0
M,301.9,311.1,40.0,1605,179,0
L,302.0,311.1,47.8,1402,182,0
L,302.0,311.0,35.2,1550,184,0
L,301.9,311.0,44.9,1376,186,0
M,301.9,310.9,32.5,1569,188,0
L,301.9,311.0,32.2,1669,191,0
L,301.9,311.0,38.9,1541,193,0
L,301.8,311.0,32.5,1651,195,0
L,301.8,310.9,39.3,1521,197,0
M,301.8,310.8,48.2,1365,199,0
L,301.8,310.9,31.7,1609,202,0
H,301.8,310.8,37.6,1470,204,0
M,301.9,310.9,38.9,1573,209,0
L,302.0,310.9,53.1,1378,212,1
L,301.9,310.9,39.0,1567,214,1
M,301.9,310.9,43.7,1441,0,0
M,301.9,310.9,33.2,1641,3,0
L,301.9,310.9,40.3,1486,6,0
L,302.0,311.0,36.2,1563,8,0
M,302.0,311.1,26.0,1769,10,0
H,301.9,311.0,29.9,1672,13,0
L,302.0,311.0,34.2,1632,18,0
M,302.0,311.0,21.5,1980,20,0
L,302.0,311.1,36.0,1635,23,0
L,302.0,311.0,32.5,1686,25,0
L,301.9,310.9,31.4,1574,27,0
L,301.8,310.8,43.4,1546,29,0
L,301.8,310.9,24.7,1899,31,0
L,301.8,310.9,36.5,1449,33,0
M,301.9,310.9,37.0,1483,35,0
L,301.8,310.8,38.6,1576,38,0
M,301.9,310.9,51.9,1317,40,0
M,301.9,311.0,48.1,1467,43,0
L,301.9,310.9,34.5,1616,46,0
M,301.8,310.9,60.4,1299,48,0
M,301.9,311.0,41.5,1432,51,0
L,301.9,310.9,24.2,1799,54,0
M,301.8,310.9,52.3,1358,56,0
M,301.8,310.8,37.8,1618,59,0
L,301.9,310.8,43.2,1525,62,0
L,301.8,310.7,37.7,1551,64,0
L,301.9,310.8,31.5,1735,66,0
M,301.8,310.7,43.3,1309,68,0
L,301.7,310.6,26.2,1743,71,0
M,301.7,310.7,29.9,1659,73,0
L,301.8,310.7,32.4,1680,76,0
L,301.7,310.6,38.5,1486,78,0
L,301.7,310.6,43.8,1471,80,0
M,301.8,310.7,35.8,1465,82,0
M,301.7,310.6,42.2,1492,85,0
M,301.8,310.7,52.0,1420,88,0
L,301.8,310.6,62.3,1295,91,0
L,301.8,310.5,34.1,1548,93,0
L,301.8,310.6,54.7,1372,95,0
M,301.8,310.6,35.9,1552,97,0
H,301.8,310.6,46.3,1441,100,0
M,301.7,310.6,27.7,1691,105,0
L,301.8,310.6,50.7,1451,108,0
L,301.8,310.6,48.4,1452,110,0
L,301.7,310.6,46.0,1406,112,0
L,301.7,310.5,39.1,1567,114,0
L,301.6,310.4,41.7,1599,116,0
M,301.6,310.4,39.0,1455,118,0
M,301.7,310.5,35.9,1625,121,0
L,301.8,310.6,11.8,2672,124,1
L,301.8,310.6,31.9,1650,126,0
M,301.8,310.6,40.2,1459,128,0
L,301.8,310.6,50.5,1395,131,0
L,301.8,310.7,29.3,1751,133,0
L,301.8,310.6,68.9,1192,135,0
L,301.9,310.7,25.0,1947,137,0
L,301.8,310.5,34.9,1593,139,0
H,301.8,310.5,38.6,1478,141,0
M,301.7,310.6,44.5,1505,146,0
L,301.7,310.5,13.7,2465,149,0
L,301.8,310.6,46.8,1403,151,0
M,301.7,310.5,41.4,1458,153,0
H,301.6,310.4,45.4,1369,156,0
M,301.6,310.4,44.9,1377,161,0
M,301.6,310.4,45.7,1452,164,0
L,301.6,310.4,41.1,1517,167,0
L,301.7,310.5,50.0,1354,169,0
M,301.7,310.5,33.0,1724,171,0
L,301.7,310.5,53.2,1399,174,0
H,301.7,310.5,50.5,1388,176,0
L,301.7,310.5,34.7,1523,181,0
L,301.7,310.5,43.1,1377,183,0
M,301.7,310.6,45.2,1417,185,0
L,301.7,310.7,40.0,1542,188,0
L,301.8,310.8,33.3,1557,190,0
L,301.7,310.7,31.9,1641,192,0
L,301.7,310.7,55.0,1318,194,0
L,301.6,310.7,33.8,1638,196,0
M,301.7,310.8,21.6,1954,198,0
M,301.7,310.9,32.5,1644,201,0
M,301.7,310.8,32.4,1594,204,0
L,301.7,310.9,46.4,1405,207,1
L,301.7,310.8,37.8,1622,0,0
L,301.7,310.9,39.4,1557,2,0
L,301.8,311.0,33.3,1606,4,0
M,301.8,311.1,31.6,1647,6,0
M,301.8,311.1,42.2,1413,9,0
L,301.8,311.0,41.6,1529,12,0
L,301.9,311.1,46.3,1448,14,0
L,301.9,311.2,44.2,1435,16,0
H,301.9,311.2,41.8,1474,18,0
L,301.9,311.2,29.1,1657,23,0
L,302.0,311.3,39.9,1509,25,0
M,302.0,311.3,36.4,1530,27,0
M,302.0,311.4,35.9,1587,30,0
M,302.1,311.4,43.4,1467,33,0
M,302.2,311.5,53.0,1360,36,0
L,302.2,311.5,30.6,1588,39,0
L,302.2,311.4,32.1,1609,41,0
L,302.1,311.3,44.1,1415,43,0
L,302.0,311.2,27.3,1845,45,0
M,302.1,311.4,36.2,1419,47,0
L,302.1,311.3,30.6,1634,50,0
M,302.2,311.3,40.6,1521,52,0
L,302.2,311.4,37.7,1499,55,0
M,302.1,311.2,35.1,1616,57,0
L,302.2,311.4,46.5,1449,60,0
M,302.2,311.4,31.6,1626,62,0
M,302.3,311.5,44.8,1445,65,0
L,302.4,311.6,35.0,1622,68,0
H,302.4,311.6,39.1,1544,70,0
L,302.3,311.6,41.8,1488,75,0
L,302.3,311.6,57.6,1309,77,0
L,302.3,311.6,26.4,1784,79,0
L,302.2,311.5,32.4,1548,81,0
L,302.2,311.5,43.5,1413,83,0
M,302.2,311.5,25.7,1863,85,0
L,302.2,311.5,43.8,1427,88,0
M,302.2,311.5,47.0,1443,90,0
L,302.2,311.5,40.4,1481,93,0
L,302.1,311.4,39.7,1446,95,0
L,302.1,311.5,44.9,1444,97,0
M,302.1,311.5,50.8,1341,99,0
L,302.1,311.4,37.4,1518,102,0
L,302.1,311.4,35.9,1603,104,0
L,302.1,311.4,30.9,1686,106,0
M,302.1,311.5,53.6,1383,108,0
L,302.1,311.5,45.4,1477,111,0
M,302.2,311.5,44.5,1449,113,0
M,302.2,311.5,25.0,1734,116,0
L,302.3,311.6,49.1,1398,119,0
M,302.3,311.7,36.6,1639,121,0
M,302.3,311.7,37.6,1517,124,0
M,302.3,311.7,41.7,1442,127,0
M,302.3,311.7,30.8,1685,130,0
M,302.4,311.8,50.6,1358,133,0
M,302.3,311.6,39.9,1608,136,0
L,302.3,311.6,34.3,1665,139,0
L,302.3,311.7,38.7,1510,141,0
L,302.4,311.8,40.2,1465,143,0
L,302.3,311.7,27.5,1701,145,0
M,302.3,311.7,39.6,1486,147,0
L,302.3,311.6,32.3,1658,150,0
H,302.3,311.7,44.5,1449,152,0
L,302.2,311.5,52.4,1346,157,0
M,302.1,311.5,23.1,1866,159,0
M,302.2,311.5,38.0,1562,162,0
M,302.3,311.7,53.6,1368,165,0
L,302.2,311.5,33.1,1567,168,0
L,302.2,311.5,34.0,1725,170,0
L,302.2,311.5,31.2,1744,172,0
M,302.1,311.3,45.1,1453,174,0
L,302.1,311.2,34.8,1550,177,0
M,302.0,311.2,39.1,1558,179,0
L,302.0,311.2,65.3,1270,182,1
M,301.9,311.1,51.6,1380,184,0
L,302.0,311.1,50.5,1406,187,0
M,302.0,311.2,30.7,1625,189,0
L,302.0,311.2,45.8,1420,192,0
L,302.1,311.4,22.7,1889,194,0
L,302.1,311.3,43.6,1477,196,0
L,302.1,311.2,46.9,1460,198,0
L,302.1,311.3,24.4,1758,200,0
L,302.1,311.3,31.5,1521,202,0
M,302.1,311.3,45.0,1511,204,0
L,302.2,311.3,37.3,1530,207,1
L,302.1,311.2,46.8,1454,0,0
L,302.2,311.2,23.1,1928,2,0
H,302.2,311.3,26.4,1758,4,0
L,302.2,311.2,33.2,1649,9,0
L,302.1,311.2,50.3,1447,11,0
L,302.1,311.2,48.0,1417,13,0
L,302.0,311.2,44.9,1434,15,0
M,302.0,311.2,49.5,1418,17,0
M,302.0,311.2,49.5,1400,20,0
M,302.0,311.3,27.7,1725,23,0
L,302.0,311.3,41.1,1567,26,0
M,302.1,311.3,38.4,1497,28,0
L,302.1,311.4,44.6,1549,31,0
L,302.2,311.4,26.9,1754,33,0
L,302.2,311.5,38.3,1489,35,0
L,302.2,311.5,38.5,1543,37,0
L,302.3,311.5,33.1,1543,39,0
L,302.3,311.5,35.6,1565,41,0
M,302.3,311.4,23.9,1855,43,0
M,302.4,311.4,45.2,1475,46,0
L,302.3,311.4,32.3,1609,49,0
H,302.3,311.4,44.1,1443,51,0
L,302.4,311.4,44.1,1450,56,0
L,302.4,311.5,39.9,1590,58,0
M,302.4,311.4,41.2,1508,60,0
M,302.2,311.2,43.6,1544,63,0
L,302.2,311.2,41.8,1451,66,0
L,302.3,311.2,24.4,1758,68,0
M,302.3,311.2,47.7,1507,70,0
H,302.3,311.1,37.5,1543,73,0
M,302.3,311.2,36.7,1505,78,0
L,302.3,311.2,24.3,1786,81,0
L,302.3,311.3,44.5,1457,83,0
M,302.4,311.3,61.5,1312,85,0
M,302.3,311.2,47.7,1405,88,0
M,302.2,311.2,43.0,1377,91,0
M,302.2,311.2,49.8,1347,94,0
L,302.2,311.1,39.6,1470,97,0
M,302.2,311.2,24.0,1873,99,0
M,302.2,311.1,58.6,1434,102,0
H,302.2,311.1,30.6,1628,105,0
L,302.2,311.1,48.6,1351,110,0
M,302.3,311.2,43.8,1454,112,0
M,302.2,311.2,29.6,1663,115,0
L,302.3,311.2,49.7,1401,118,0
L,302.4,311.3,38.2,1503,120,0
L,302.4,311.4,35.0,1564,122,0
L,302.5,311.4,24.6,1759,124,0
L,302.5,311.4,53.1,1409,126,0
L,302.6,311.4,25.8,1738,128,0
H,302.5,311.3,47.5,1393,130,0
L,302.5,311.1,38.8,1499,135,0
L,302.5,311.1,39.0,1493,137,0
L,302.4,311.1,33.9,1652,139,0
L,302.3,311.1,29.9,1589,141,0
L,302.4,311.1,42.2,1520,143,0
H,302.3,311.1,40.3,1455,145,0
L,302.2,311.0,46.8,1463,150,0
L,302.3,311.0,43.7,1442,152,0
L,302.3,311.0,51.5,1329,154,0
L,302.3,311.1,33.1,1546,156,0
M,302.2,311.1,33.7,1516,158,0
M,302.2,311.0,47.4,1476,161,0
L,302.3,311.0,47.0,1412,164,0
L,302.3,310.9,46.8,1377,166,1
M,302.4,311.0,37.1,1490,168,0
M,302.3,311.0,37.7,1526,171,0
L,302.3,311.0,47.9,1428,174,0
L,302.4,311.0,54.6,1329,176,0
M,302.4,311.1,51.8,1443,178,0
L,302.3,311.1,53.0,1373,181,0
L,302.3,311.1,35.6,1630,183,0
L,302.2,311.0,34.2,1555,185,0
M,302.2,311.0,47.0,1436,187,0
L,302.3,311.0,31.0,1609,190,0
M,302.3,311.0,49.7,1384,192,0
L,302.4,311.1,44.8,1448,195,0
M,302.4,311.1,22.4,1887,197,0
M,302.4,311.1,45.7,1480,200,0
H,302.5,311.1,23.3,1850,203,0
L,302.5,311.1,36.8,1538,208,0
M,302.4,311.1,30.1,1721,210,0
M,302.4,311.1,54.4,1366,0,0
L,302.3,311.0,31.1,1657,3,0
L,302.4,311.1,42.9,1446,5,0
L,302.3,310.8,43.8,1465,7,0
L,302.2,310.8,23.8,1827,9,0
H,302.2,310.8,47.6,1397,11,0
L,302.2,310.8,29.7,1744,16,0
L,302.3,310.9,36.7,1545,18,0
L,302.3,310.9,36.6,1587,20,0
L,302.3,310.8,47.3,1377,22,1
L,302.3,310.8,48.1,1511,24,0
L,302.3,310.8,32.4,1650,26,0
L,302.3,310.9,48.9,1412,28,0
L,302.3,311.0,43.1,1528,30,0
L,302.3,310.9,35.0,1459,32,0
L,302.3,310.9,49.3,1379,34,1
M,302.2,310.8,48.3,1356,36,0
M,302.1,310.8,41.3,1409,39,0
M,302.1,310.8,37.5,1504,42,0
L,302.1,310.8,36.8,1622,45,0
L,302.1,310.8,25.7,1786,47,0
L,302.2,310.9,34.0,1506,49,0
M,302.1,310.9,23.1,1916,51,0
M,302.2,310.9,27.6,1771,54,0
M,302.2,310.9,44.2,1488,57,0
L,302.2,310.9,37.5,1531,60,0
L,302.3,310.9,33.4,1529,62,0
M,302.4,311.0,36.5,1580,64,0
M,302.3,310.9,44.0,1360,67,1
M,302.3,311.0,35.5,1546,70,0
M,302.3,310.9,24.5,1762,73,0
L,302.2,310.8,56.6,1350,76,0
M,302.2,310.8,38.1,1562,78,0
M,302.1,310.7,30.3,1608,81,0
L,302.0,310.6,50.0,1392,84,0
L,302.0,310.6,44.9,1467,86,0
M,302.1,310.6,59.1,1326,88,1
L,302.2,310.7,24.9,1769,91,0
L,302.1,310.6,47.6,1459,93,0
M,302.1,310.6,52.0,1421,95,0
L,302.1,310.7,42.8,1491,98,0
L,302.2,310.7,36.4,1567,100,0
L,302.3,310.8,41.4,1421,102,0
L,302.3,310.9,33.5,1596,104,0
M,302.4,311.0,44.2,1464,106,0
M,302.3,310.9,36.1,1581,109,0
L,302.3,310.9,30.3,1620,112,0
H,302.2,310.7,48.9,1413,114,0
H,302.3,310.8,43.8,1438,119,0
M,302.4,310.9,41.6,1469,124,0
M,302.3,310.8,27.8,1762,127,0
H,302.3,310.9,48.4,1366,130,1
L,302.3,310.9,22.7,1891,135,0
M,302.3,310.9,29.7,1742,137,0
M,302.2,310.9,43.5,1465,140,0
M,302.3,311.0,36.6,1541,143,0
M,302.3,311.1,57.1,1295,146,0
M,302.3,311.1,43.1,1435,149,0
L,302.4,311.2,43.9,1466,152,0
L,302.4,311.2,47.9,1450,154,0
L,302.4,311.1,24.5,1880,156,0
M,302.3,311.0,33.5,1578,158,0
L,302.4,311.0,33.1,1610,161,0
L,302.4,311.1,42.8,1565,163,0
L,302.5,311.2,40.1,1545,165,0
L,302.5,311.2,60.1,1227,167,0
L,302.4,311.1,45.9,1484,169,0
L,302.3,311.0,32.7,1591,171,0
L,302.3,310.9,47.2,1403,173,0
M,302.3,311.0,45.7,1450,175,0
L,302.3,310.9,28.1,1720,178,0
L,302.3,311.0,37.2,1561,180,0
M,302.3,311.0,41.3,1421,182,0
H,302.2,310.9,48.4,1415,185,0
L,302.3,310.9,19.7,2034,190,0
L,302.4,311.0,40.4,1486,192,0
L,302.4,311.0,67.6,1338,194,1
H,302.4,311.1,32.3,1578,196,0
M,302.4,311.2,58.6,1330,201,0
H,302.4,311.2,40.8,1506,204,0
L,302.5,311.4,37.6,1559,209,0
L,302.6,311.5,37.0,1599,211,0
L,302.6,311.5,38.9,1427,213,0
M,302.5,311.5,41.1,1481,215,0
H,302.5,311.5,43.8,1496,218,0
L,302.5,311.4,27.0,1674,223,0
M,302.5,311.4,31.7,1629,225,0
H,302.6,311.5,34.4,1629,228,1
L,302.6,311.6,53.2,1311,0,0
M,302.7,311.6,9.7,2709,2,1
M,302.7,311.7,29.9,1759,5,0
L,302.7,311.7,45.2,1480,8,0
L,302.7,311.8,46.1,1461,10,0
M,302.7,311.8,30.0,1728,12,0
L,302.7,311.9,46.5,1389,15,0
L,302.6,311.8,35.1,1638,17,0
L,302.6,311.7,54.1,1254,19,0
L,302.6,311.8,50.1,1427,21,0
L,302.6,311.8,31.8,1627,23,0
H,302.6,311.7,48.3,1471,25,0
L,302.6,311.7,27.1,1773,30,0
M,302.6,311.7,51.7,1430,32,0
L,302.5,311.6,29.5,1595,35,0
L,302.5,311.5,44.1,1521,37,0
L,302.5,311.6,43.7,1419,39,0
M,302.4,311.4,40.1,1534,41,0
H,302.5,311.5,36.0,1626,44,0
L,302.5,311.5,29.2,1677,49,0
L,302.4,311.3,50.5,1392,51,0
L,302.4,311.2,50.5,1448,53,0
L,302.3,311.2,22.9,1903,55,0
L,302.4,311.2,52.0,1404,57,0
L,302.3,311.2,53.5,1386,59,0
L,302.2,311.1,47.0,1418,61,0
M,302.3,311.1,53.3,1338,63,0
L,302.3,311.2,40.6,1549,66,0
M,302.3,311.2,42.7,1432,68,0
M,302.3,311.2,40.0,1546,71,0
M,302.2,311.2,33.2,1627,74,0
M,302.2,311.1,32.8,1640,77,0
M,302.1,311.1,36.8,1423,80,0
M,302.1,311.0,28.7,1711,83,0
M,302.1,311.1,51.6,1450,86,0
H,302.2,311.1,34.1,1553,89,0
L,302.2,311.1,34.6,1630,94,0
H,302.2,311.1,39.6,1476,96,0
H,302.2,311.1,50.6,1426,101,0
M,302.2,311.2,34.9,1561,106,0
L,302.3,311.2,62.5,1297,109,0
M,302.3,311.2,23.9,1842,111,0
L,302.3,311.2,36.4,1633,114,0
H,302.3,311.3,30.3,1744,116,0
L,302.4,311.4,26.9,1831,121,0
M,302.3,311.3,50.8,1339,123,0
L,302.4,311.4,40.4,1475,126,0
M,302.4,311.4,29.6,1675,128,0
L,302.5,311.5,35.1,1493,131,0
L,302.5,311.5,29.5,1700,133,0
L,302.6,311.6,37.0,1453,135,0
L,302.6,311.7,34.1,1542,137,0
M,302.5,311.5,52.7,1358,139,0
H,302.5,311.5,32.3,1655,142,0
L,302.6,311.5,27.5,1885,147,0
L,302.7,311.5,41.4,1494,149,0
M,302.6,311.4,29.5,1757,151,0
M,302.6,311.4,31.2,1718,154,0
M,302.5,311.4,35.0,1636,157,0
L,302.6,311.6,29.6,1638,160,0
L,302.6,311.5,36.0,1609,162,0
H,302.7,311.5,35.0,1556,164,0
L,302.6,311.5,59.8,1442,169,1
M,302.7,311.6,38.8,1501,171,0
M,302.6,311.6,19.2,2041,174,0
M,302.7,311.7,25.1,1784,177,0
L,302.6,311.6,22.4,1953,180,0
L,302.6,311.6,34.7,1576,182,0
M,302.6,311.6,39.0,1518,184,0
M,302.6,311.6,68.2,1227,187,1
L,302.5,311.5,18.8,1985,190,0
L,302.5,311.5,26.4,1802,192,0
L,302.5,311.5,32.4,1603,194,0
L,302.5,311.6,54.0,1400,196,0
L,302.3,311.5,54.2,1395,198,0
L,302.2,311.4,19.9,1987,200,0
M,302.2,311.4,47.2,1398,202,0
L,302.3,311.4,66.7,1333,205,1
L,302.2,311.2,49.4,1381,207,0
L,302.2,311.3,36.1,1570,0,0
M,302.2,311.3,31.0,1658,2,0
H,302.2,311.3,29.2,1749,5,0
M,302.2,311.3,37.1,1510,10,0
L,302.3,311.5,50.8,1384,13,0
L,302.3,311.4,37.2,1570,15,0
M,302.3,311.4,32.7,1571,17,0
L,302.3,311.4,37.3,1476,20,0
M,302.3,311.4,39.5,1484,22,0
M,302.3,311.4,23.2,1909,25,0
L,302.3,311.5,49.6,1448,28,0
M,302.3,311.4,40.2,1500,30,0
L,302.2,311.4,44.9,1510,33,0
L,302.2,311.3,55.5,1378,35,0
M,302.2,311.4,37.4,1538,37,0
L,302.2,311.4,48.1,1390,40,0
M,302.2,311.4,32.1,1642,42,0
L,302.4,311.5,24.8,1785,45,0
H,302.3,311.5,38.2,1526,47,0
M,302.3,311.6,33.2,1668,52,0
L,302.3,311.5,37.5,1507,55,0
L,302.3,311.5,37.8,1530,57,0
M,302.3,311.4,45.6,1479,59,0
M,302.3,311.4,41.3,1418,62,0
L,302.3,311.4,38.7,1504,65,0
M,302.3,311.4,47.6,1345,67,0
H,302.2,311.4,35.4,1625,70,0
L,302.3,311.4,34.7,1511,75,0
L,302.3,311.4,41.8,1535,77,0
L,302.4,311.5,37.9,1505,79,0
H,302.4,311.5,43.7,1540,81,0
H,302.3,311.4,46.0,1372,86,0
M,302.2,311.3,36.6,1510,91,0
L,302.2,311.3,46.4,1382,94,0
L,302.3,311.3,41.8,1439,96,0
M,302.2,311.3,47.0,1375,98,0
M,302.2,311.3,21.9,1931,101,0
L,302.2,311.3,48.6,1475,104,0
L,302.2,311.3,46.9,1389,106,0
L,302.3,311.3,32.8,1652,108,0
L,302.3,311.2,50.3,1386,110,0
M,302.2,311.3,29.8,1577,112,0
M,302.3,311.3,43.1,1444,115,0
L,302.2,311.3,40.2,1554,118,0
L,302.2,311.3,32.8,1602,120,0
H,302.2,311.2,28.2,1692,122,0
L,302.3,311.3,34.4,1682,127,0
L,302.3,311.3,34.1,1614,129,0
L,302.3,311.3,47.8,1324,131,0
L,302.3,311.4,40.3,1434,133,0
L,302.3,311.3,31.6,1621,135,0
M,302.3,311.3,33.1,1625,137,0
L,302.2,311.1,53.7,1394,140,0
L,302.1,311.0,35.1,1586,142,0
L,302.0,311.0,45.9,1420,144,0
L,302.1,311.2,50.3,1422,146,0
H,302.1,311.2,37.9,1598,148,0
L,302.1,311.2,59.2,1454,153,1
L,302.1,311.2,39.3,1519,155,0
L,302.0,311.1,55.7,1373,157,0
M,302.0,311.1,48.8,1406,159,0
L,302.1,311.2,45.0,1492,162,0
L,302.1,311.2,50.8,1369,164,0
M,302.2,311.2,41.9,1471,166,0
L,302.2,311.2,36.0,1630,169,0
M,302.1,311.1,37.6,1605,171,0
L,302.2,311.1,52.1,1447,174,0
M,302.2,311.2,52.8,1360,176,0
M,302.2,311.1,34.0,1728,179,0
L,302.1,311.0,30.8,1740,182,0
L,302.1,310.9,41.4,1477,184,0
L,302.1,310.9,30.3,1658,186,0
L,302.0,310.8,23.4,1902,188,0
M,302.0,310.8,23.1,1783,190,0
M,302.0,310.9,45.3,1558,193,0
L,302.1,311.0,49.5,1351,196,0
H,302.1,310.9,42.5,1452,198,0
L,302.1,310.9,30.7,1666,203,0
L,302.1,311.0,50.0,1364,205,0
M,302.1,311.0,60.3,1351,207,1
H,302.1,311.0,26.1,1729,210,0
M,302.1,311.0,34.1,1574,215,0
L,302.0,311.0,37.8,1566,218,0
L,302.0,310.9,43.2,1455,220,0
H,302.0,310.9,29.0,1679,222,0
L,302.0,310.8,17.3,2143,227,0
L,302.0,310.8,42.7,1447,229,0
L,302.0,310.8,50.3,1383,231,1
L,302.1,310.8,27.1,1772,233,0
L,302.0,310.8,29.0,1615,235,1
L,302.0,310.8,36.6,1454,0,0
L,302.0,310.8,49.1,1445,2,0
M,302.0,310.8,35.2,1609,4,0
L,302.0,310.9,34.4,1546,7,0
L,301.9,310.8,39.3,1567,9,0
L,302.0,310.8,27.4,1767,11,0
L,302.0,310.9,34.2,1539,13,0
L,302.0,310.9,39.0,1564,15,0
M,302.0,310.8,46.3,1445,17,0
M,301.9,310.9,47.7,1419,20,1
M,301.8,310.9,20.9,1881,23,0
M,301.9,310.9,46.2,1421,26,0
L,301.9,311.0,46.0,1455,29,0
L,301.9,311.0,12.1,2691,31,1
L,301.8,310.8,41.2,1505,33,0
L,301.8,310.8,46.6,1456,35,0
L,301.8,310.8,46.4,1383,37,0
M,301.9,310.8,39.2,1563,39,0
M,301.9,310.9,16.1,2305,42,0
M,301.9,310.9,43.6,1456,45,0
L,302.0,311.0,22.7,1865,48,0
L,301.9,310.9,36.9,1597,50,0
L,302.0,310.9,38.6,1495,52,0
M,302.0,310.9,47.2,1456,54,0
L,301.9,310.8,44.3,1465,57,0
M,302.0,310.9,55.5,1352,59,0
L,301.9,310.8,21.7,1906,62,0
L,302.0,310.9,44.0,1446,64,0
L,302.0,310.8,19.7,1948,66,0
L,301.9,310.7,47.1,1480,68,0
M,301.9,310.7,37.6,1511,70,0
M,301.9,310.7,47.0,1472,73,0
L,301.9,310.7,51.0,1429,76,0
L,301.9,310.7,48.8,1405,78,0
M,301.9,310.7,47.9,1405,80,0
L,302.0,310.7,58.1,1348,83,0
L,301.9,310.6,68.6,1331,85,1
L,301.9,310.6,33.4,1610,87,0
M,301.9,310.6,46.5,1412,89,0
L,302.0,310.7,42.7,1453,92,0
L,302.0,310.6,38.9,1583,94,0
M,302.0,310.6,37.4,1539,96,0
L,302.0,310.5,39.8,1635,99,0
